player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date
D. Javorček,9ixkbogcqd6mpwu74jz7su99m,c6q7rcydz4bslvyiw1l9nb9vq,5,2,Midfielder,Left,NaN,27,2,6,15,13,1,1,17,34,14,90,6,2,4,32,10,15,2,1,3,2,1,6,1,2,4,1,,1,1,NaN,,NaN,NaN,1,1,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
M. Sauer,dgkk1v0my1dy8wk18uamcuwwk,c6q7rcydz4bslvyiw1l9nb9vq,6,2,Midfielder,Left/Centre,NaN,44,5,3,3,18,3,2,28,52,18,80,25,20,7,36,21,28,2,NaN,2,3,NaN,NaN,NaN,2,NaN,NaN,,1,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
S. Gidi,1n0p6ekr7qvvagju86ggwi49g,c6q7rcydz4bslvyiw1l9nb9vq,7,1,Midfielder,Centre/Right,NaN,56,3,6,3,24,3,1,32,65,27,90,25,17,11,38,19,24,2,3,2,8,4,NaN,4,1,1,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
S. Kopásek,b63yq9pfi4e8ksbtw4rh784yc,c6q7rcydz4bslvyiw1l9nb9vq,5,2,Midfielder,Right,NaN,11,1,2,9,4,1,NaN,12,16,5,67,8,2,2,18,8,12,NaN,NaN,1,1,1,5,1,1,2,1,,NaN,3,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
D. Ďuriš,bjb4ee3aomtv5hz7qqyjlkgoa,c6q7rcydz4bslvyiw1l9nb9vq,5,NaN,Striker,Left/Centre,NaN,9,3,2,NaN,3,NaN,NaN,6,12,4,80,4,NaN,NaN,8,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,1,,NaN,NaN,NaN,,1,1,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
E. Bille,7qd7bou2so81xcsawhogsv4t0,c6q7rcydz4bslvyiw1l9nb9vq,3,3,Striker,Centre,NaN,12,1,5,NaN,4,NaN,1,9,14,5,67,NaN,NaN,NaN,10,5,6,1,1,1,NaN,NaN,NaN,NaN,NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
A. Kaprálik,73bt1irnki81xex9jkn7vxxey,c6q7rcydz4bslvyiw1l9nb9vq,12,4,Striker,Centre/Right,NaN,9,5,5,2,3,NaN,NaN,6,14,4,90,5,3,NaN,11,3,7,2,1,2,NaN,NaN,1,NaN,NaN,6,1,,NaN,NaN,1,,1,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
D. Alijagić,4ri96hnt93iy3ckt7buigvecq,c6q7rcydz4bslvyiw1l9nb9vq,3,1,Substitute,NaN,Attacker,4,NaN,NaN,NaN,1,NaN,NaN,3,5,1,10,2,1,1,4,2,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
J. Badžgoň,95bqg4niavcpxnjxwncz7d9uc,c6q7rcydz4bslvyiw1l9nb9vq,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
K. Bari,al4py7fz76sgmuoh91qufcpd6,c6q7rcydz4bslvyiw1l9nb9vq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
S. Belaník,asc8atq6vw48onal0eukfih3o,c6q7rcydz4bslvyiw1l9nb9vq,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
P. Iľko,c83z5v68ti7pbyjp2yfpat9be,c6q7rcydz4bslvyiw1l9nb9vq,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
T. Jaššo,d08hduq5rv8kkzclfivjk0tn8,c6q7rcydz4bslvyiw1l9nb9vq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
M. Káčer,4xk6crcbt40xenux91yy011at,c6q7rcydz4bslvyiw1l9nb9vq,NaN,NaN,Substitute,NaN,Midfielder,4,NaN,3,NaN,2,1,NaN,2,5,3,10,2,NaN,1,2,NaN,NaN,NaN,2,NaN,NaN,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
F. Kóša,sd73yki6ae3b83djm76r5mvo,c6q7rcydz4bslvyiw1l9nb9vq,3,1,Substitute,NaN,Attacker,5,1,1,3,1,NaN,NaN,4,8,1,23,6,1,NaN,7,4,6,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
S. Ďatko,c6o9o0acmpv92q9s0cazftmju,c6q7rcydz4bslvyiw1l9nb9vq,7,NaN,Substitute,NaN,Midfielder,8,3,1,NaN,4,2,NaN,4,13,5,23,6,1,3,8,1,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,,Podbrezová vs Žilina,d5q0r2gr3hjaye71bd20ijrx0,2024-07-27
J. Trefil,cvo0ntf61ftrdre8w3nskgo6i,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Goalkeeper,Centre,NaN,20,NaN,NaN,NaN,17,1,NaN,5,23,18,90,15,5,8,13,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
Š. Šmehyl,175c3vqpypkfz0of6hf2kdtxx,a5t4sy4a6qkknlm03h6e2jq39,3,1,Defender,Left,NaN,21,1,1,6,12,1,NaN,9,29,13,79,14,7,3,22,7,11,NaN,NaN,NaN,2,NaN,4,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
R. Pillár,47b72vxpquq1a5sbncfp2c72t,a5t4sy4a6qkknlm03h6e2jq39,4,2,Defender,Left/Centre,NaN,42,NaN,5,NaN,29,1,NaN,14,48,31,90,21,3,4,18,6,9,1,3,1,3,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
D. Špiriak,bpbzcyqri0bsz95bwn6113hl,a5t4sy4a6qkknlm03h6e2jq39,2,NaN,Defender,Centre/Right,NaN,45,NaN,3,2,30,1,NaN,15,49,31,90,16,8,2,19,6,10,NaN,2,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
T. Diviš,3qo7iqjxphhddtitrym7lb8tm,a5t4sy4a6qkknlm03h6e2jq39,4,NaN,Defender,Right,NaN,14,1,3,3,5,2,NaN,10,17,5,90,8,7,3,14,4,6,NaN,1,NaN,1,1,2,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
M. Šimko,497cva6ygshr07y7n2y4v1p79,a5t4sy4a6qkknlm03h6e2jq39,1,NaN,Defensive Midfielder,Left/Centre,NaN,30,NaN,4,2,19,NaN,NaN,12,38,20,90,11,6,NaN,20,6,12,1,NaN,1,NaN,NaN,1,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
D. Ožvolda,9sx1lk7tzcdqeoje9ix93hiw9,a5t4sy4a6qkknlm03h6e2jq39,4,1,Defensive Midfielder,Centre/Right,NaN,17,NaN,1,1,11,NaN,NaN,6,21,12,65,8,3,2,10,3,4,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
V. Sliacky,4vo2sbi94f3etq648nrp860wk,a5t4sy4a6qkknlm03h6e2jq39,3,1,Attacking Midfielder,Left,NaN,17,1,2,7,5,2,NaN,12,22,5,65,10,1,8,21,7,9,NaN,NaN,NaN,3,NaN,4,NaN,3,3,2,NaN,3,NaN,NaN,NaN,NaN,NaN,1,1,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
J. Špyrka,39fyeup5b7tx2b4p2kx1sllnt,a5t4sy4a6qkknlm03h6e2jq39,2,NaN,Attacking Midfielder,Centre,NaN,15,NaN,NaN,3,6,NaN,NaN,12,17,7,87,2,2,3,14,8,8,3,NaN,3,2,1,1,1,1,1,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
G. Ganbold,bvo8hf08p2eno9oldufqfbgtl,a5t4sy4a6qkknlm03h6e2jq39,6,3,Attacking Midfielder,Right,NaN,27,2,10,4,8,1,2,19,40,9,90,20,5,6,32,8,16,NaN,5,1,5,2,1,2,NaN,4,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
J. Sylvestr,4qlhmu8vkocylqg9f8lkklc5x,a5t4sy4a6qkknlm03h6e2jq39,7,2,Striker,Centre,NaN,12,2,NaN,1,6,NaN,NaN,9,19,8,87,5,3,3,14,6,11,2,NaN,2,3,1,NaN,1,2,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
F. Dlubáč,9jd3voo6k9idhimulhfsn46sq,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
D. Kmeťo,94jds6clsdbzzxlr6fn5e50yc,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
G. Nagy,efwe1iz2sw71b76qpnvxlnoid,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Midfielder,4,NaN,NaN,NaN,1,NaN,NaN,3,5,1,11,3,2,NaN,4,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
C. Bayemi,5zqj5ku1wjsng69lrfrgsy3je,a5t4sy4a6qkknlm03h6e2jq39,2,NaN,Substitute,NaN,Attacker,7,1,2,1,3,2,1,4,7,3,25,2,1,4,5,2,2,NaN,NaN,NaN,2,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
T. Németh,9zl45bh349e2cgbqlekbus4q1,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Midfielder,6,NaN,NaN,3,3,NaN,NaN,5,8,3,25,3,3,1,9,1,4,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
J. Pastorek,9hmybq66cujgggy5pamd220gl,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
N. Tamás,66yrr8le38s34bbh7ga38cmsq,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
G. Tóth,cwqk6dpo451ibp8kn9xjvt7h0,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
P. Voleský,cus5c286jpit596ebioe104q1,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Attacker,2,NaN,NaN,NaN,2,1,NaN,1,2,2,3,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
M. Trnovský,6trb4r92tklh2460s6y53xofd,cmj1019uptq8i042n5y16itbd,NaN,NaN,Goalkeeper,Centre,NaN,30,NaN,1,NaN,33,4,NaN,NaN,33,36,90,13,NaN,16,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
M. Vojtko,7s7qpbwbprkfliinikth7rieh,cmj1019uptq8i042n5y16itbd,10,5,Defender,Left,NaN,30,1,4,3,13,4,1,19,39,18,90,13,2,4,25,7,10,NaN,1,1,NaN,1,2,1,2,7,2,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
S. Voet,czlv3j3qotjfr6z77midggeeh,cmj1019uptq8i042n5y16itbd,NaN,NaN,Defender,Left/Centre,NaN,71,NaN,1,1,51,1,NaN,20,78,52,90,26,6,2,26,3,7,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
L. Pauschek,5jd3xi68273u2xl2d1gsonc2d,cmj1019uptq8i042n5y16itbd,NaN,NaN,Defender,Centre/Right,NaN,54,NaN,5,NaN,34,2,NaN,22,58,37,70,19,7,3,23,8,9,NaN,2,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
J. Medveděv,9m0c5nlso2paawkh2y1zrrzrp,cmj1019uptq8i042n5y16itbd,2,1,Defender,Right,NaN,37,NaN,3,1,15,1,NaN,24,45,19,90,14,3,1,29,11,13,1,1,1,NaN,NaN,1,NaN,1,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
J. Szöke,cioh30lqc9p0e5n3cmjnk1979,cmj1019uptq8i042n5y16itbd,5,1,Defensive Midfielder,Left/Centre,NaN,42,NaN,5,1,22,2,NaN,21,43,22,90,12,5,4,22,8,9,NaN,NaN,NaN,2,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
A. Mustafić,b6h33b82fqk8rc31a8k5sg60a,cmj1019uptq8i042n5y16itbd,NaN,NaN,Defensive Midfielder,Centre/Right,NaN,33,NaN,NaN,1,12,NaN,NaN,22,38,14,65,15,5,2,25,8,10,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
N. Marcelli,10ema67rh45t75v9ia2hud6vo,cmj1019uptq8i042n5y16itbd,4,NaN,Attacking Midfielder,Left,NaN,26,2,4,6,10,1,NaN,18,34,12,81,11,6,3,24,10,14,5,2,5,1,NaN,2,NaN,4,8,5,NaN,1,2,NaN,NaN,3,3,NaN,NaN,4231,1,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
M. Tolić,7u4btq4mxa8yha36hcn4gc4bt,cmj1019uptq8i042n5y16itbd,2,NaN,Attacking Midfielder,Centre,NaN,47,3,4,7,18,2,3,31,54,18,90,17,11,6,42,16,21,NaN,NaN,3,3,NaN,2,NaN,5,7,3,NaN,1,NaN,1,NaN,2,2,1,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
T. Barseghyan,sws2q3l7q1o36ynck0cfl5h,cmj1019uptq8i042n5y16itbd,1,NaN,Attacking Midfielder,Right,NaN,23,3,4,6,10,1,2,15,25,10,65,9,1,2,19,9,11,2,1,2,1,NaN,4,NaN,1,2,2,NaN,NaN,2,1,NaN,2,2,NaN,NaN,4231,1,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
E. Isaac,7tsv54aoaiyjj1s7hhx12505w,cmj1019uptq8i042n5y16itbd,4,3,Striker,Centre,NaN,11,NaN,1,1,6,NaN,NaN,7,13,6,70,NaN,NaN,2,9,5,5,1,NaN,1,1,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
C. Blackman,78rxvyelnj7orbbzs4u1fghrd,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
G. Kashia,adngqbiq4kicxj5ewcixxw4ph,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Defender,18,NaN,1,NaN,13,NaN,NaN,6,18,13,20,8,1,NaN,6,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
R. Mak,4rg5d1oo8rtclemhci81i6xg5,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Attacker,13,NaN,1,NaN,4,NaN,NaN,10,14,4,25,3,1,1,11,8,9,1,NaN,1,1,NaN,NaN,NaN,2,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
K. Savvidīs,9s3bc4i84ab8ar9c17lts3pp1,cmj1019uptq8i042n5y16itbd,1,NaN,Substitute,NaN,Midfielder,14,NaN,2,NaN,9,NaN,NaN,5,17,11,25,4,1,NaN,6,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
D. Strelec,eprihatu8znb0vq6kuaj38z1m,cmj1019uptq8i042n5y16itbd,1,1,Substitute,NaN,Attacker,1,NaN,NaN,1,1,NaN,NaN,NaN,4,2,20,NaN,1,1,4,NaN,2,NaN,NaN,NaN,NaN,NaN,2,NaN,1,2,1,NaN,1,NaN,NaN,NaN,2,1,1,1,4231,1,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
D. Takáč,d3ppqv1v0qgjcjrf6q9xlvap5,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
V. Weiss,7ocbj4fxn53jakzel1q5pie39,cmj1019uptq8i042n5y16itbd,1,NaN,Substitute,NaN,Midfielder,6,1,2,NaN,2,NaN,NaN,4,7,2,9,2,1,2,5,2,2,1,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
K. Wimmer,a3pp88a52x123muu26sg4maxh,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
S. Zuberu,dliitj4cijcpe3dxgn56a65be,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Slovan Bratislava,d67ihd1g5ys4eifjeftcj98gk,2024-07-27
D. Šípoš,6um29l0f5fkk73if6g76mc1k9,dbdao4og2npxkgwkkan30knze,NaN,NaN,Goalkeeper,Centre,NaN,14,NaN,NaN,1,11,3,NaN,10,20,12,90,27,8,14,23,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,532,NaN,FC Košice vs DAC 1904,d6ozki6zy0max0ggdgkdmu044,2024-07-28
N. Gorosito,umdn1ig45tqdo40hv35pxr6d,dbdao4og2npxkgwkkan30knze,7,4,Defender,Left/Centre,NaN,34,2,7,3,23,1,NaN,12,46,26,90,25,5,3,21,4,8,NaN,3,NaN,2,3,NaN,3,NaN,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,532,NaN,FC Košice vs DAC 1904,d6ozki6zy0max0ggdgkdmu044,2024-07-28
